,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,previsao_dano_na_plantacao
82398,SCROP82399,2138,0,0,2,50,32.0,16,3,0
82399,SCROP82400,2138,0,0,2,55,40.0,14,2,0
82400,SCROP82401,2139,0,0,2,60,30.0,22,2,0
82401,SCROP82402,2138,0,0,2,40,35.0,13,3,0
82402,SCROP82403,2139,0,0,2,50,35.0,13,1,0
82403,SCROP82404,2138,0,0,2,25,51.0,3,3,0
82404,SCROP82405,2267,0,0,2,20,42.0,9,2,0
82405,SCROP82406,2267,0,0,2,10,20.0,30,1,0
82406,SCROP82407,2267,0,0,2,10,20.0,34,1,0
82407,SCROP82408,2267,0,0,2,10,37.0,20,2,0
82408,SCROP82409,2267,0,0,2,10,,14,2,0
82409,SCROP82410,2267,0,0,2,15,33.0,19,1,0
82410,SCROP82411,2267,0,0,2,15,41.0,10,1,0
82411,SCROP82412,2267,0,0,2,20,23.0,29,2,0
82412,SCROP82413,2267,0,0,2,20,24.0,33,2,0
82413,SCROP82414,2267,0,0,2,20,34.0,18,2,0
82414,SCROP82415,2267,0,0,2,20,36.0,13,2,0
82415,SCROP82416,2267,0,0,2,20,39.0,16,3,0
82416,SCROP82417,2267,0,0,2,25,,8,2,0
82417,SCROP82418,2267,0,0,2,30,20.0,15,1,0
82418,SCROP82419,2267,0,0,2,30,,35,2,0
82419,SCROP82420,2267,0,0,2,30,43.0,9,3,0
82420,SCROP82421,2267,0,0,2,30,45.0,10,2,0
82421,SCROP82422,2267,0,0,2,40,,24,2,0
82422,SCROP82423,2267,0,0,2,40,10.0,39,3,0
82423,SCROP82424,2267,0,0,2,40,31.0,18,3,0
82424,SCROP82425,2267,0,0,2,40,39.0,8,1,0
82425,SCROP82426,2267,0,0,2,40,44.0,17,1,0
82426,SCROP82427,2267,0,0,2,50,42.0,7,3,0
82427,SCROP82428,2267,0,0,2,60,25.0,31,2,0
82428,SCROP82429,2267,0,0,2,60,31.0,21,2,0
82429,SCROP82430,2267,0,0,2,60,48.0,6,1,0
82430,SCROP82431,2267,0,0,2,60,50.0,3,2,0
82431,SCROP82432,2267,0,0,2,20,36.0,15,1,0
82432,SCROP82433,2267,0,0,2,50,54.0,5,2,0
82433,SCROP82434,2401,0,0,2,5,10.0,34,2,0
82434,SCROP82435,2402,0,0,2,5,16.0,32,3,0
82435,SCROP82436,2401,0,0,2,15,,25,2,0
82436,SCROP82437,2402,0,0,2,15,30.0,20,1,0
82437,SCROP82438,2401,0,0,2,20,14.0,35,2,0
82438,SCROP82439,2401,0,0,2,20,15.0,34,1,0
82439,SCROP82440,2401,0,0,2,20,,25,2,0
82440,SCROP82441,2401,0,0,2,20,37.0,14,2,0
82441,SCROP82442,2401,0,0,2,20,50.0,10,2,0
82442,SCROP82443,2401,0,0,2,20,51.0,2,1,0
82443,SCROP82444,2402,0,0,2,25,,20,1,0
82444,SCROP82445,2401,0,0,2,40,,32,2,2
82445,SCROP82446,2401,0,0,2,40,54.0,0,2,0
82446,SCROP82447,2402,0,0,2,50,46.0,4,3,0
82447,SCROP82448,2402,0,0,2,60,42.0,8,2,0
82448,SCROP82449,2401,0,0,2,10,39.0,10,3,0
82449,SCROP82450,2402,0,0,2,20,34.0,20,3,0
82450,SCROP82451,2401,0,0,2,10,19.0,33,1,0
82451,SCROP82452,2401,0,0,2,25,50.0,3,1,0
82452,SCROP82453,2402,0,0,2,20,41.0,11,3,0
82453,SCROP82454,2401,0,0,2,20,42.0,10,1,0
82454,SCROP82455,2541,0,0,2,15,,10,2,0
82455,SCROP82456,2541,0,0,2,20,25.0,26,1,0
82456,SCROP82457,2541,0,0,2,20,,17,2,0
82457,SCROP82458,2541,0,0,2,20,35.0,6,1,0
82458,SCROP82459,2541,0,0,2,20,50.0,8,1,0
82459,SCROP82460,2541,0,0,2,30,45.0,10,3,0
82460,SCROP82461,2541,0,0,2,30,47.0,7,3,0
82461,SCROP82462,2542,0,0,2,30,50.0,3,3,0
82462,SCROP82463,2542,0,0,2,40,30.0,22,1,0
82463,SCROP82464,2542,0,0,2,40,41.0,6,1,0
82464,SCROP82465,2541,0,0,2,40,,6,3,0
82465,SCROP82466,2542,0,0,2,60,43.0,6,1,0
82466,SCROP82467,2541,0,0,2,20,13.0,38,2,0
82467,SCROP82468,2541,0,0,2,20,27.0,26,1,0
82468,SCROP82469,2541,0,0,2,60,40.0,11,3,0
82469,SCROP82470,2542,0,0,2,20,30.0,12,2,0
82470,SCROP82471,2541,0,0,2,40,45.0,8,2,0
82471,SCROP82472,2688,0,0,2,15,55.0,5,3,0
82472,SCROP82473,2688,0,0,2,20,36.0,22,3,0
82473,SCROP82474,2687,0,0,2,30,32.0,22,2,0
82474,SCROP82475,2688,0,0,2,30,43.0,15,2,0
82475,SCROP82476,2688,0,0,2,40,20.0,15,3,0
82476,SCROP82477,2688,0,0,2,40,34.0,8,2,0
82477,SCROP82478,2688,0,0,2,20,40.0,15,1,0
82478,SCROP82479,2688,0,0,2,15,54.0,3,2,0
82479,SCROP82480,2688,0,0,2,20,,26,2,0
82480,SCROP82481,2688,0,0,2,25,30.0,27,2,0
82481,SCROP82482,2688,0,0,2,50,15.0,42,3,0
82482,SCROP82483,2840,0,0,2,5,6.0,31,1,0
82483,SCROP82484,2840,0,0,2,10,,23,2,0
82484,SCROP82485,2840,0,0,2,10,25.0,28,2,0
82485,SCROP82486,2840,0,0,2,15,20.0,33,2,0
82486,SCROP82487,2840,0,0,2,20,42.0,15,2,0
82487,SCROP82488,2840,0,0,2,20,45.0,6,2,0
82488,SCROP82489,2840,0,0,2,40,20.0,25,1,0
82489,SCROP82490,2840,0,0,2,40,20.0,28,2,0
82490,SCROP82491,2840,0,0,2,40,20.0,33,2,0
82491,SCROP82492,2840,0,0,2,60,30.0,23,1,0
82492,SCROP82493,2840,0,0,2,20,50.0,8,2,0
82493,SCROP82494,2840,0,0,2,20,57.0,8,2,0
82494,SCROP82495,2999,0,0,2,10,32.0,17,2,0
82495,SCROP82496,2999,0,0,2,15,39.0,14,3,0
82496,SCROP82497,2999,0,0,2,25,34.0,2,1,0
82497,SCROP82498,2999,0,0,2,40,27.0,29,1,0
82498,SCROP82499,2999,0,0,2,40,29.0,24,2,0
82499,SCROP82500,2999,0,0,2,60,55.0,5,3,0
82500,SCROP82501,2999,0,0,2,5,50.0,9,2,0
82501,SCROP82502,2999,0,0,2,20,28.0,30,3,0
82502,SCROP82503,3165,0,0,2,5,40.0,15,3,0
82503,SCROP82504,3164,0,0,2,10,35.0,17,3,0
82504,SCROP82505,3164,0,0,2,10,53.0,9,1,0
82505,SCROP82506,3165,0,0,2,20,,12,1,0
82506,SCROP82507,3164,0,0,2,35,40.0,10,2,0
82507,SCROP82508,3164,0,0,2,15,25.0,30,2,0
82508,SCROP82509,3165,0,0,2,30,45.0,13,1,0
82509,SCROP82510,3164,0,0,2,10,58.0,5,2,0
82510,SCROP82511,3336,0,0,2,30,34.0,26,3,0
82511,SCROP82512,3337,0,0,2,5,40.0,5,2,0
82512,SCROP82513,3336,0,0,2,10,25.0,23,3,0
82513,SCROP82514,3337,0,0,2,20,43.0,18,2,0
82514,SCROP82515,3336,0,0,2,20,48.0,13,3,0
82515,SCROP82516,3337,0,0,2,20,50.0,16,1,0
82516,SCROP82517,3337,0,0,2,30,44.0,14,2,0
82517,SCROP82518,3336,0,0,2,10,41.0,19,3,0
82518,SCROP82519,3336,0,0,2,40,30.0,30,1,0
82519,SCROP82520,3337,0,0,2,80,19.0,41,3,0
82520,SCROP82521,3337,0,0,2,30,40.0,10,2,0
82521,SCROP82522,3516,0,0,2,5,36.0,24,2,0
82522,SCROP82523,3516,0,0,2,10,50.0,7,1,0
82523,SCROP82524,3516,0,0,2,15,42.0,17,1,0
82524,SCROP82525,3516,0,0,2,20,15.0,42,2,0
82525,SCROP82526,3516,0,0,2,20,,47,1,0
82526,SCROP82527,3516,0,0,2,20,50.0,14,1,0
82527,SCROP82528,3516,0,0,2,40,13.0,32,2,0
82528,SCROP82529,3516,0,0,2,20,34.0,25,2,0
82529,SCROP82530,3516,0,0,2,20,57.0,12,2,0
82530,SCROP82531,3702,0,0,2,20,25.0,38,2,0
82531,SCROP82532,3702,0,0,2,20,26.0,38,2,0
82532,SCROP82533,3702,0,0,2,30,52.0,12,3,0
82533,SCROP82534,3702,0,0,2,15,40.0,18,1,0
82534,SCROP82535,3702,0,0,2,40,52.0,10,3,0
82535,SCROP82536,3895,0,0,2,5,,37,2,0
82536,SCROP82537,3896,0,0,2,10,20.0,29,3,0
82537,SCROP82538,3896,0,0,2,15,55.0,9,2,0
82538,SCROP82539,4096,0,0,2,30,10.0,48,1,0
82539,SCROP82540,4096,0,0,2,10,44.0,22,1,0
82540,SCROP82541,4096,0,0,2,10,48.0,11,2,0
82541,SCROP82542,4096,0,0,2,25,,30,2,0
82542,SCROP82543,4097,0,0,2,10,51.0,15,2,0
82543,SCROP82544,4096,0,0,2,20,30.0,35,3,0
82544,SCROP82545,169,0,1,2,20,10.0,4,3,0
82545,SCROP82546,168,0,1,2,20,,5,3,0
82546,SCROP82547,169,0,1,2,35,20.0,1,1,0
82547,SCROP82548,188,0,1,2,15,15.0,2,2,0
82548,SCROP82549,188,0,1,2,25,16.0,3,1,0
82549,SCROP82550,188,0,1,2,25,20.0,1,2,0
82550,SCROP82551,209,0,1,2,45,23.0,0,3,0
82551,SCROP82552,232,0,1,2,10,10.0,4,2,0
82552,SCROP82553,232,0,1,2,20,16.0,6,2,0
82553,SCROP82554,232,0,1,2,25,12.0,5,1,0
82554,SCROP82555,232,0,1,2,30,,7,1,0
82555,SCROP82556,232,0,1,2,40,20.0,3,1,0
82556,SCROP82557,232,0,1,2,60,13.0,8,2,0
82557,SCROP82558,257,0,1,2,45,20.0,5,1,0
82558,SCROP82559,256,0,1,2,15,15.0,10,2,0
82559,SCROP82560,257,0,1,2,15,17.0,6,3,0
82560,SCROP82561,257,0,1,2,20,15.0,0,2,0
82561,SCROP82562,256,0,1,2,40,20.0,3,2,0
82562,SCROP82563,283,0,1,2,20,,5,2,0
82563,SCROP82564,283,0,1,2,25,17.0,6,3,0
82564,SCROP82565,283,0,1,2,25,,3,3,0
82565,SCROP82566,283,0,1,2,60,,4,2,0
82566,SCROP82567,312,0,1,2,5,18.0,2,2,0
82567,SCROP82568,311,0,1,2,25,13.0,10,3,0
82568,SCROP82569,312,0,1,2,25,14.0,7,2,0
82569,SCROP82570,312,0,1,2,30,25.0,4,3,0
82570,SCROP82571,312,0,1,2,60,16.0,4,2,0
82571,SCROP82572,342,0,1,2,10,10.0,8,3,0
82572,SCROP82573,342,0,1,2,15,10.0,13,1,0
82573,SCROP82574,342,0,1,2,30,10.0,13,2,0
82574,SCROP82575,342,0,1,2,30,21.0,4,2,0
82575,SCROP82576,375,0,1,2,10,14.0,13,2,0
82576,SCROP82577,375,0,1,2,20,15.0,2,2,0
82577,SCROP82578,375,0,1,2,25,22.0,1,2,0
82578,SCROP82579,375,0,1,2,30,,2,1,0
82579,SCROP82580,375,0,1,2,35,,8,1,0
82580,SCROP82581,375,0,1,2,40,15.0,14,2,0
82581,SCROP82582,375,0,1,2,45,22.0,9,2,0
82582,SCROP82583,410,0,1,2,5,22.0,10,2,0
82583,SCROP82584,411,0,1,2,10,13.0,9,1,0
82584,SCROP82585,411,0,1,2,10,,0,1,0
82585,SCROP82586,410,0,1,2,15,19.0,6,3,0
82586,SCROP82587,411,0,1,2,20,,12,2,0
82587,SCROP82588,410,0,1,2,20,13.0,5,2,0
82588,SCROP82589,410,0,1,2,20,16.0,12,2,0
82589,SCROP82590,411,0,1,2,25,16.0,13,3,0
82590,SCROP82591,411,0,1,2,30,,5,2,0
82591,SCROP82592,411,0,1,2,30,27.0,0,1,0
82592,SCROP82593,410,0,1,2,40,,15,3,0
82593,SCROP82594,410,0,1,2,40,13.0,14,2,0
82594,SCROP82595,410,0,1,2,40,23.0,4,2,0
82595,SCROP82596,410,0,1,2,45,16.0,12,2,0
82596,SCROP82597,410,0,1,2,50,23.0,7,1,0
82597,SCROP82598,410,0,1,2,50,25.0,5,1,0
82598,SCROP82599,448,0,1,2,10,15.0,11,2,0
82599,SCROP82600,448,0,1,2,10,20.0,5,2,0
82600,SCROP82601,448,0,1,2,15,6.0,1,1,0
82601,SCROP82602,448,0,1,2,15,12.0,15,2,0
82602,SCROP82603,448,0,1,2,20,8.0,15,2,0
82603,SCROP82604,448,0,1,2,20,11.0,13,2,0
82604,SCROP82605,448,0,1,2,20,13.0,15,2,0
82605,SCROP82606,448,0,1,2,20,14.0,10,2,0
82606,SCROP82607,448,0,1,2,20,17.0,16,2,0
82607,SCROP82608,448,0,1,2,20,18.0,16,2,0
82608,SCROP82609,448,0,1,2,20,20.0,5,2,0
82609,SCROP82610,448,0,1,2,20,29.0,5,2,0
82610,SCROP82611,448,0,1,2,30,16.0,5,3,0
82611,SCROP82612,448,0,1,2,30,27.0,1,1,0
82612,SCROP82613,448,0,1,2,40,10.0,11,1,0
82613,SCROP82614,448,0,1,2,40,20.0,0,1,0
82614,SCROP82615,448,0,1,2,40,27.0,0,1,0
82615,SCROP82616,448,0,1,2,40,,4,1,0
82616,SCROP82617,488,0,1,2,5,,10,2,0
82617,SCROP82618,488,0,1,2,5,17.0,9,1,0
82618,SCROP82619,488,0,1,2,10,11.0,15,1,0
82619,SCROP82620,488,0,1,2,10,16.0,17,3,0
82620,SCROP82621,488,0,1,2,15,13.0,7,3,0
82621,SCROP82622,488,0,1,2,20,7.0,15,2,0
82622,SCROP82623,488,0,1,2,20,14.0,11,3,0
82623,SCROP82624,488,0,1,2,20,18.0,13,1,0
82624,SCROP82625,488,0,1,2,20,30.0,9,3,0
82625,SCROP82626,488,0,1,2,25,14.0,15,3,0
82626,SCROP82627,489,0,1,2,25,,11,2,0
82627,SCROP82628,488,0,1,2,25,30.0,1,2,0
82628,SCROP82629,488,0,1,2,30,10.0,6,1,0
82629,SCROP82630,489,0,1,2,30,,13,2,0
82630,SCROP82631,488,0,1,2,30,25.0,12,1,0
82631,SCROP82632,489,0,1,2,30,27.0,1,2,0
82632,SCROP82633,488,0,1,2,40,16.0,16,1,0
82633,SCROP82634,488,0,1,2,40,26.0,2,3,0
82634,SCROP82635,488,0,1,2,50,27.0,3,2,0
82635,SCROP82636,531,0,1,2,5,10.0,18,2,0
82636,SCROP82637,531,0,1,2,5,15.0,9,1,0
82637,SCROP82638,531,0,1,2,10,7.0,6,3,0
82638,SCROP82639,531,0,1,2,10,8.0,14,1,0
82639,SCROP82640,531,0,1,2,20,8.0,13,2,0
82640,SCROP82641,531,0,1,2,20,14.0,8,2,0
82641,SCROP82642,531,0,1,2,20,15.0,15,1,0
82642,SCROP82643,531,0,1,2,20,21.0,6,3,0
82643,SCROP82644,531,0,1,2,20,23.0,2,2,0
82644,SCROP82645,531,0,1,2,20,24.0,5,1,0
82645,SCROP82646,531,0,1,2,25,11.0,16,3,0
82646,SCROP82647,531,0,1,2,25,14.0,14,3,0
82647,SCROP82648,531,0,1,2,30,,16,3,0
82648,SCROP82649,531,0,1,2,30,19.0,10,2,0
82649,SCROP82650,531,0,1,2,30,,6,2,0
82650,SCROP82651,531,0,1,2,40,10.0,17,2,0
82651,SCROP82652,531,0,1,2,40,16.0,13,2,0
82652,SCROP82653,531,0,1,2,40,19.0,8,1,0
82653,SCROP82654,531,0,1,2,40,30.0,4,1,0
82654,SCROP82655,531,0,1,2,40,30.0,7,2,0
82655,SCROP82656,531,0,1,2,40,32.0,3,2,0
82656,SCROP82657,531,0,1,2,45,19.0,6,2,0
82657,SCROP82658,531,0,1,2,10,,10,1,0
82658,SCROP82659,531,0,1,2,30,24.0,1,1,0
82659,SCROP82660,577,0,1,2,5,25.0,15,1,0
82660,SCROP82661,577,0,1,2,10,10.0,19,2,0
82661,SCROP82662,577,0,1,2,10,14.0,15,1,0
82662,SCROP82663,577,0,1,2,10,14.0,19,1,0
82663,SCROP82664,577,0,1,2,10,28.0,6,1,0
82664,SCROP82665,577,0,1,2,15,12.0,19,2,0
82665,SCROP82666,577,0,1,2,20,16.0,0,2,0
82666,SCROP82667,577,0,1,2,20,25.0,9,2,0
82667,SCROP82668,577,0,1,2,20,26.0,2,2,0
82668,SCROP82669,577,0,1,2,20,32.0,3,3,0
82669,SCROP82670,577,0,1,2,25,20.0,6,1,0
82670,SCROP82671,577,0,1,2,30,10.0,10,2,0
82671,SCROP82672,577,0,1,2,30,30.0,0,3,0
82672,SCROP82673,577,0,1,2,30,37.0,2,3,0
82673,SCROP82674,577,0,1,2,40,15.0,4,1,0
82674,SCROP82675,577,0,1,2,40,,19,3,0
82675,SCROP82676,577,0,1,2,40,24.0,9,1,0
82676,SCROP82677,577,0,1,2,40,26.0,5,1,0
82677,SCROP82678,577,0,1,2,40,38.0,1,2,0
82678,SCROP82679,577,0,1,2,50,21.0,9,1,0
82679,SCROP82680,577,0,1,2,50,24.0,9,2,0
82680,SCROP82681,577,0,1,2,60,18.0,18,2,0
82681,SCROP82682,625,0,1,2,10,12.0,19,1,0
82682,SCROP82683,625,0,1,2,10,15.0,12,3,0
82683,SCROP82684,626,0,1,2,10,26.0,5,1,0
82684,SCROP82685,626,0,1,2,15,14.0,0,2,0
82685,SCROP82686,626,0,1,2,15,23.0,9,2,0
82686,SCROP82687,626,0,1,2,20,13.0,5,2,0
82687,SCROP82688,626,0,1,2,20,14.0,4,2,0
82688,SCROP82689,625,0,1,2,20,25.0,4,2,0
82689,SCROP82690,625,0,1,2,20,30.0,7,2,0
82690,SCROP82691,626,0,1,2,25,11.0,14,1,0
82691,SCROP82692,626,0,1,2,25,15.0,10,2,0
82692,SCROP82693,625,0,1,2,30,20.0,7,2,0
82693,SCROP82694,625,0,1,2,30,22.0,13,2,0
82694,SCROP82695,625,0,1,2,30,,8,3,0
82695,SCROP82696,625,0,1,2,30,28.0,3,3,0
82696,SCROP82697,625,0,1,2,30,28.0,5,1,0
82697,SCROP82698,625,0,1,2,40,24.0,5,3,0
82698,SCROP82699,625,0,1,2,40,25.0,12,1,0
82699,SCROP82700,625,0,1,2,45,24.0,7,2,0
82700,SCROP82701,626,0,1,2,45,25.0,13,1,0
82701,SCROP82702,625,0,1,2,50,30.0,0,2,0
82702,SCROP82703,625,0,1,2,60,25.0,12,1,0
82703,SCROP82704,625,0,1,2,65,18.0,14,2,0
82704,SCROP82705,625,0,1,2,70,34.0,2,3,0
82705,SCROP82706,626,0,1,2,95,23.0,6,2,0
82706,SCROP82707,625,0,1,2,5,10.0,19,1,0
82707,SCROP82708,677,0,1,2,5,13.0,18,1,0
82708,SCROP82709,677,0,1,2,5,14.0,16,2,0
82709,SCROP82710,677,0,1,2,10,10.0,17,2,0
82710,SCROP82711,677,0,1,2,10,24.0,7,3,0
82711,SCROP82712,677,0,1,2,15,,8,2,0
82712,SCROP82713,677,0,1,2,20,8.0,21,3,0
82713,SCROP82714,677,0,1,2,20,26.0,8,3,0
82714,SCROP82715,677,0,1,2,20,30.0,7,1,0
82715,SCROP82716,677,0,1,2,25,7.0,19,1,0
82716,SCROP82717,677,0,1,2,25,18.0,14,1,0
82717,SCROP82718,677,0,1,2,30,8.0,4,2,0
82718,SCROP82719,677,0,1,2,30,12.0,17,2,0
82719,SCROP82720,677,0,1,2,30,14.0,21,1,0
82720,SCROP82721,677,0,1,2,30,16.0,21,2,0
82721,SCROP82722,677,0,1,2,30,24.0,10,2,0
82722,SCROP82723,677,0,1,2,30,32.0,5,2,0
82723,SCROP82724,677,0,1,2,30,34.0,7,1,0
82724,SCROP82725,677,0,1,2,35,24.0,11,1,0
82725,SCROP82726,677,0,1,2,40,,7,2,0
82726,SCROP82727,677,0,1,2,40,21.0,12,3,0
82727,SCROP82728,677,0,1,2,50,,20,2,0
82728,SCROP82729,677,0,1,2,60,15.0,18,2,0
82729,SCROP82730,677,0,1,2,60,29.0,2,3,0
82730,SCROP82731,677,0,1,2,70,21.0,15,1,0
82731,SCROP82732,731,0,1,2,5,22.0,14,2,0
82732,SCROP82733,732,0,1,2,10,19.0,17,3,0
82733,SCROP82734,732,0,1,2,10,30.0,5,1,0
82734,SCROP82735,732,0,1,2,15,14.0,18,2,0
82735,SCROP82736,732,0,1,2,20,10.0,0,3,0
82736,SCROP82737,731,0,1,2,20,10.0,20,2,0
82737,SCROP82738,731,0,1,2,20,39.0,1,2,0
82738,SCROP82739,732,0,1,2,25,20.0,13,1,0
82739,SCROP82740,732,0,1,2,25,34.0,4,1,0
82740,SCROP82741,732,0,1,2,30,26.0,10,2,0
82741,SCROP82742,732,0,1,2,30,27.0,10,2,0
82742,SCROP82743,731,0,1,2,30,34.0,1,2,0
82743,SCROP82744,731,0,1,2,30,,1,2,0
82744,SCROP82745,732,0,1,2,35,20.0,16,2,0
82745,SCROP82746,731,0,1,2,35,28.0,9,2,0
82746,SCROP82747,732,0,1,2,40,23.0,10,3,0
82747,SCROP82748,732,0,1,2,40,,3,2,0
82748,SCROP82749,731,0,1,2,45,14.0,22,2,0
82749,SCROP82750,732,0,1,2,45,27.0,9,2,0
82750,SCROP82751,731,0,1,2,45,31.0,6,2,0
82751,SCROP82752,732,0,1,2,60,19.0,12,2,0
82752,SCROP82753,731,0,1,2,60,34.0,4,1,0
82753,SCROP82754,731,0,1,2,20,26.0,12,2,0
82754,SCROP82755,731,0,1,2,10,20.0,12,2,0
82755,SCROP82756,790,0,1,2,5,25.0,0,2,0
82756,SCROP82757,789,0,1,2,10,8.0,1,3,0
82757,SCROP82758,789,0,1,2,10,11.0,23,2,0
82758,SCROP82759,790,0,1,2,10,,15,2,0
82759,SCROP82760,789,0,1,2,10,21.0,15,1,0
82760,SCROP82761,789,0,1,2,10,31.0,3,3,0
82761,SCROP82762,789,0,1,2,15,19.0,13,1,0
82762,SCROP82763,789,0,1,2,15,28.0,5,1,0
82763,SCROP82764,789,0,1,2,20,,14,1,0
82764,SCROP82765,789,0,1,2,20,14.0,20,1,0
82765,SCROP82766,789,0,1,2,20,15.0,18,2,0
82766,SCROP82767,789,0,1,2,20,24.0,5,2,0
82767,SCROP82768,789,0,1,2,20,25.0,15,2,0
82768,SCROP82769,790,0,1,2,30,32.0,4,2,0
82769,SCROP82770,789,0,1,2,40,10.0,19,1,0
82770,SCROP82771,790,0,1,2,40,10.0,23,1,0
82771,SCROP82772,789,0,1,2,40,16.0,18,2,0
82772,SCROP82773,790,0,1,2,40,28.0,2,1,0
82773,SCROP82774,789,0,1,2,50,29.0,10,2,0
82774,SCROP82775,790,0,1,2,60,24.0,17,1,0
82775,SCROP82776,851,0,1,2,10,,20,2,0
82776,SCROP82777,851,0,1,2,10,15.0,24,2,0
82777,SCROP82778,850,0,1,2,10,18.0,14,2,0
82778,SCROP82779,851,0,1,2,15,16.0,19,2,0
82779,SCROP82780,851,0,1,2,15,34.0,4,2,0
82780,SCROP82781,851,0,1,2,15,35.0,6,3,0
82781,SCROP82782,851,0,1,2,15,36.0,8,1,0
82782,SCROP82783,851,0,1,2,20,10.0,5,2,0
82783,SCROP82784,851,0,1,2,20,18.0,19,2,0
82784,SCROP82785,851,0,1,2,20,20.0,21,2,0
82785,SCROP82786,850,0,1,2,20,,2,1,0
82786,SCROP82787,851,0,1,2,25,16.0,22,2,0
82787,SCROP82788,851,0,1,2,30,14.0,12,2,0
82788,SCROP82789,851,0,1,2,40,13.0,6,1,0
82789,SCROP82790,851,0,1,2,40,15.0,6,1,0
82790,SCROP82791,851,0,1,2,40,22.0,11,2,0
82791,SCROP82792,851,0,1,2,40,,15,2,0
82792,SCROP82793,851,0,1,2,40,,0,1,0
82793,SCROP82794,851,0,1,2,40,,5,2,0
82794,SCROP82795,851,0,1,2,40,37.0,5,3,0
82795,SCROP82796,851,0,1,2,50,15.0,23,1,0
82796,SCROP82797,850,0,1,2,50,,20,2,0
82797,SCROP82798,851,0,1,2,50,21.0,14,1,0
82798,SCROP82799,851,0,1,2,50,30.0,2,2,0
82799,SCROP82800,851,0,1,2,60,16.0,22,2,0
82800,SCROP82801,851,0,1,2,60,22.0,5,1,0
82801,SCROP82802,851,0,1,2,40,29.0,8,1,0
82802,SCROP82803,915,0,1,2,10,21.0,18,2,0
82803,SCROP82804,916,0,1,2,10,27.0,12,1,0
82804,SCROP82805,915,0,1,2,10,31.0,5,2,0
82805,SCROP82806,915,0,1,2,10,32.0,6,2,0
82806,SCROP82807,916,0,1,2,20,14.0,1,2,0
82807,SCROP82808,915,0,1,2,20,,21,2,0
82808,SCROP82809,915,0,1,2,20,19.0,0,1,0
82809,SCROP82810,916,0,1,2,20,23.0,8,2,0
82810,SCROP82811,916,0,1,2,25,24.0,10,2,0
82811,SCROP82812,916,0,1,2,30,17.0,5,1,0
82812,SCROP82813,915,0,1,2,30,21.0,14,3,0
82813,SCROP82814,916,0,1,2,30,21.0,18,2,0
82814,SCROP82815,915,0,1,2,30,27.0,4,1,0
82815,SCROP82816,916,0,1,2,30,31.0,3,2,0
82816,SCROP82817,915,0,1,2,30,32.0,6,2,0
82817,SCROP82818,915,0,1,2,30,,1,2,0
82818,SCROP82819,916,0,1,2,35,,17,2,0
82819,SCROP82820,915,0,1,2,40,12.0,22,1,0
82820,SCROP82821,915,0,1,2,40,21.0,16,2,0
82821,SCROP82822,916,0,1,2,40,40.0,2,2,0
82822,SCROP82823,915,0,1,2,60,22.0,15,1,0
82823,SCROP82824,916,0,1,2,60,27.0,11,2,0
82824,SCROP82825,915,0,1,2,80,39.0,0,1,0
82825,SCROP82826,915,0,1,2,85,40.0,1,2,0
82826,SCROP82827,915,0,1,2,30,36.0,3,2,0
82827,SCROP82828,916,0,1,2,40,15.0,23,2,0
82828,SCROP82829,916,0,1,2,15,13.0,25,3,0
82829,SCROP82830,915,0,1,2,20,15.0,24,2,0
82830,SCROP82831,915,0,1,2,40,42.0,0,3,0
82831,SCROP82832,984,0,1,2,5,16.0,21,3,0
82832,SCROP82833,984,0,1,2,5,28.0,10,1,0
82833,SCROP82834,984,0,1,2,10,,21,2,0
82834,SCROP82835,984,0,1,2,10,18.0,20,3,0
82835,SCROP82836,984,0,1,2,10,35.0,6,2,0
82836,SCROP82837,984,0,1,2,15,22.0,13,1,0
82837,SCROP82838,984,0,1,2,15,,7,2,0
82838,SCROP82839,984,0,1,2,20,10.0,6,2,0
82839,SCROP82840,984,0,1,2,20,16.0,3,3,0
82840,SCROP82841,984,0,1,2,20,20.0,2,2,0
82841,SCROP82842,984,0,1,2,20,20.0,26,2,0
82842,SCROP82843,984,0,1,2,20,,16,2,0
82843,SCROP82844,984,0,1,2,20,31.0,6,2,0
82844,SCROP82845,984,0,1,2,25,16.0,24,1,0
82845,SCROP82846,984,0,1,2,25,37.0,0,1,0
82846,SCROP82847,984,0,1,2,30,10.0,12,2,0
82847,SCROP82848,984,0,1,2,30,23.0,13,3,0
82848,SCROP82849,984,0,1,2,30,23.0,15,2,0
82849,SCROP82850,984,0,1,2,30,33.0,12,1,0
82850,SCROP82851,984,0,1,2,30,35.0,2,1,0
82851,SCROP82852,984,0,1,2,30,36.0,10,2,0
82852,SCROP82853,984,0,1,2,35,,13,1,0
82853,SCROP82854,984,0,1,2,40,15.0,17,2,0
82854,SCROP82855,984,0,1,2,40,21.0,15,1,2
82855,SCROP82856,984,0,1,2,40,24.0,14,2,0
82856,SCROP82857,984,0,1,2,40,25.0,11,2,0
82857,SCROP82858,984,0,1,2,40,32.0,6,2,0
82858,SCROP82859,984,0,1,2,50,11.0,17,3,0
82859,SCROP82860,984,0,1,2,60,14.0,24,1,0
82860,SCROP82861,984,0,1,2,60,27.0,11,1,0
