,Estimativa_de_Insetos,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,dano_na_plantacao
3161,1898,2,20,21.0,25,0
3162,1898,2,20,21.0,26,0
3163,1898,2,20,33.0,8,0
3164,1898,2,20,39.0,8,1
3166,1898,2,20,44.0,6,1
3167,1898,2,25,48.0,4,0
3168,1898,2,30,29.0,20,0
3169,1898,2,30,34.0,12,2
3170,1898,2,30,36.0,7,2
3171,1898,2,35,24.0,25,0
3172,1898,2,40,39.0,9,2
3173,1898,2,40,46.0,2,0
3174,1898,2,45,15.0,24,0
3175,1898,2,50,25.0,16,0
3176,1898,2,50,34.0,16,0
3177,1898,2,60,44.0,4,0
3178,1898,2,10,10.0,26,0
3179,1898,2,30,24.0,26,0
3180,2015,2,40,31.0,20,0
3181,2015,2,10,24.0,18,0
3182,2016,2,10,25.0,24,0
3183,2016,2,10,34.0,17,0
3185,2015,2,15,25.0,27,0
3186,2016,2,15,36.0,15,1
3187,2015,2,20,13.0,29,0
3188,2016,2,20,14.0,27,0
3189,2016,2,20,16.0,21,0
3190,2015,2,20,18.0,20,0
3191,2016,2,20,21.0,31,0
3192,2016,2,20,39.0,3,0
3194,2016,2,30,24.0,25,0
3195,2016,2,30,38.0,10,0
3196,2016,2,40,14.0,25,0
3197,2015,2,40,19.0,32,0
3198,2016,2,40,40.0,0,2
3199,2016,2,40,45.0,4,1
3200,2015,2,50,30.0,22,0
3201,2016,2,50,42.0,11,0
3202,2016,2,70,31.0,18,0
3203,2015,2,10,17.0,32,0
3204,2016,2,20,49.0,2,0
3205,2016,2,30,20.0,31,0
3206,2138,2,5,10.0,38,0
3207,2138,2,10,10.0,21,0
3208,2139,2,10,45.0,3,0
3209,2139,2,15,20.0,23,0
3211,2138,2,15,31.0,18,0
3212,2139,2,15,43.0,9,0
3213,2138,2,20,18.0,10,0
3214,2139,2,20,22.0,30,0
3215,2139,2,20,25.0,15,0
3216,2138,2,20,26.0,23,0
3217,2139,2,20,31.0,12,0
3218,2139,2,20,36.0,4,0
3219,2138,2,20,39.0,7,0
3220,2138,2,30,41.0,11,0
3221,2139,2,30,49.0,0,2
3222,2139,2,40,33.0,20,0
3223,2138,2,50,26.0,12,0
3224,2138,2,60,38.0,2,1
3225,2138,2,60,44.0,10,1
3226,2267,2,5,7.0,37,0
3227,2267,2,5,15.0,39,0
3228,2267,2,5,19.0,34,0
3229,2267,2,5,37.0,12,0
3230,2267,2,10,15.0,29,0
3231,2267,2,10,25.0,22,1
3232,2267,2,15,26.0,23,0
3233,2267,2,15,32.0,24,0
3234,2267,2,15,38.0,21,0
3235,2267,2,15,41.0,12,0
3236,2267,2,20,10.0,37,0
3237,2267,2,20,25.0,32,0
3238,2267,2,20,30.0,30,0
3239,2267,2,20,34.0,16,1
3240,2267,2,20,46.0,5,2
3241,2267,2,20,54.0,1,0
3242,2267,2,20,55.0,0,2
3243,2267,2,30,29.0,10,0
3245,2267,2,40,24.0,29,0
3246,2267,2,40,26.0,32,0
3247,2267,2,40,36.0,15,1
3248,2267,2,50,30.0,18,0
3249,2267,2,20,29.0,23,0
3251,2267,2,20,35.0,16,1
3252,2267,2,60,40.0,14,0
3253,2402,2,5,5.0,40,0
3254,2401,2,10,35.0,18,1
3256,2401,2,15,35.0,17,1
3257,2401,2,20,29.0,15,0
3258,2401,2,20,34.0,14,1
3259,2401,2,20,39.0,15,2
3260,2401,2,20,40.0,0,1
3261,2401,2,20,40.0,18,1
3262,2401,2,20,46.0,1,2
3263,2401,2,20,47.0,5,1
3264,2401,2,30,30.0,22,0
3265,2401,2,40,28.0,22,0
3266,2401,2,40,46.0,7,2
3267,2401,2,60,29.0,20,0
3270,2402,2,20,42.0,10,1
3271,2542,2,10,30.0,21,1
3272,2542,2,15,23.0,32,0
3273,2541,2,15,25.0,16,0
3274,2542,2,15,27.0,21,0
3275,2541,2,15,28.0,25,0
3276,2542,2,30,20.0,17,0
3277,2542,2,40,38.0,9,0
3278,2542,2,40,53.0,0,2
3279,2541,2,60,41.0,1,1
3283,2541,2,40,15.0,21,0
3285,2688,2,10,14.0,42,0
3286,2688,2,10,48.0,1,0
3287,2688,2,15,26.0,28,0
3288,2688,2,15,30.0,27,1
3289,2687,2,20,38.0,14,0
3290,2688,2,30,17.0,34,1
3291,2688,2,40,40.0,13,1
3292,2688,2,20,35.0,17,2
3293,2688,2,20,20.0,32,1
3294,2688,2,25,49.0,5,2
3295,2840,2,5,30.0,18,0
3296,2840,2,10,25.0,26,0
3297,2840,2,20,8.0,41,0
3298,2840,2,20,36.0,9,1
3299,2840,2,20,37.0,13,0
3300,2840,2,20,50.0,8,1
3301,2840,2,40,39.0,18,1
3302,2840,2,5,20.0,18,0
3303,2840,2,30,16.0,35,1
3304,2840,2,30,37.0,15,0
3305,2840,2,20,48.0,5,2
3306,2999,2,10,28.0,24,0
3307,2999,2,20,17.0,39,1
3308,2999,2,20,20.0,38,0
3310,2999,2,60,50.0,5,1
3311,2999,2,30,29.0,20,0
3312,2999,2,40,35.0,9,1
3313,2999,2,20,33.0,15,1
3314,3164,2,30,13.0,37,1
3316,3165,2,15,13.0,40,1
3317,3164,2,40,30.0,25,1
3318,3336,2,5,18.0,37,0
3319,3336,2,15,25.0,20,0
3320,3337,2,20,8.0,38,1
3323,3337,2,20,34.0,26,1
3324,3337,2,20,36.0,22,1
3325,3336,2,20,43.0,7,1
3326,3337,2,60,49.0,12,1
3327,3337,2,20,33.0,19,1
3328,3516,2,5,10.0,45,0
3329,3516,2,10,13.0,46,0
3330,3516,2,20,50.0,7,1
3331,3516,2,25,32.0,29,2
3332,3516,2,30,14.0,34,1
3333,3516,2,30,22.0,30,1
3334,3516,2,30,40.0,20,1
3335,3516,2,40,32.0,27,0
3336,3516,2,30,50.0,11,1
3337,3516,2,20,52.0,8,1
3338,3516,2,30,35.0,17,1
3339,3702,2,10,5.0,38,1
3340,3702,2,20,25.0,36,0
3341,3702,2,20,45.0,13,1
3342,3702,2,40,25.0,28,1
3345,4096,2,5,10.0,50,0
3346,4096,2,10,15.0,35,0
3347,151,2,10,14.0,5,0
3349,188,2,25,17.0,3,0
3350,209,2,20,25.0,0,0
3351,231,2,40,15.0,1,0
3352,257,2,20,5.0,0,0
3353,256,2,20,19.0,8,0
3354,283,2,15,5.0,11,0
3355,311,2,5,15.0,11,0
3356,312,2,10,14.0,8,0
3357,312,2,10,21.0,9,0
3358,312,2,20,18.0,8,0
3359,312,2,40,23.0,10,0
3360,342,2,5,22.0,3,0
3361,342,2,10,5.0,8,0
3362,342,2,10,15.0,11,0
3363,342,2,60,25.0,3,0
3364,375,2,5,20.0,0,0
3365,375,2,10,14.0,14,0
3367,375,2,15,26.0,6,0
3369,375,2,20,13.0,9,0
3370,375,2,20,16.0,11,0
3371,375,2,20,19.0,7,0
3372,375,2,20,25.0,3,0
3373,375,2,30,22.0,8,0
3374,375,2,40,14.0,9,0
3375,375,2,40,16.0,11,0
3376,375,2,40,22.0,5,0
3377,375,2,40,25.0,1,0
3378,375,2,60,15.0,12,0
3379,410,2,20,23.0,7,0
3380,411,2,5,15.0,15,0
3381,410,2,10,14.0,15,0
3382,410,2,10,24.0,3,0
3384,410,2,20,15.0,2,0
3385,411,2,30,13.0,11,0
3386,448,2,5,12.0,14,0
3387,448,2,10,16.0,10,0
3388,448,2,10,20.0,13,0
3389,448,2,10,24.0,4,0
3390,448,2,20,19.0,7,0
3391,448,2,20,25.0,0,0
3392,448,2,25,25.0,4,0
3393,448,2,35,24.0,1,0
3394,448,2,40,10.0,0,0
3395,448,2,40,17.0,4,0
3396,448,2,40,25.0,3,0
3397,488,2,5,7.0,17,0
3398,488,2,5,9.0,15,0
3399,488,2,5,21.0,4,0
3400,489,2,10,15.0,15,0
3401,488,2,15,21.0,7,0
3402,488,2,20,10.0,7,0
3403,488,2,20,14.0,15,0
3404,488,2,20,17.0,13,0
3405,488,2,20,23.0,9,0
3407,488,2,30,16.0,13,0
3408,489,2,40,16.0,10,0
3409,488,2,40,24.0,2,0
3410,531,2,5,18.0,12,0
3411,531,2,10,8.0,0,0
3412,531,2,10,10.0,1,0
3413,531,2,10,32.0,1,0
3414,531,2,20,12.0,13,0
3415,531,2,20,18.0,10,0
3416,531,2,20,35.0,5,0
3417,531,2,30,18.0,0,0
3418,577,2,40,25.0,9,0
3419,577,2,5,11.0,19,0
3420,577,2,5,33.0,0,0
3421,577,2,10,11.0,13,0
3422,577,2,10,20.0,9,0
3423,577,2,15,29.0,2,0
3424,577,2,20,10.0,3,0
3425,577,2,20,16.0,13,0
3426,577,2,30,15.0,16,0
3427,577,2,30,21.0,12,0
3428,577,2,40,31.0,2,0
3429,577,2,60,30.0,2,0
3430,625,2,10,9.0,17,0
3431,625,2,15,37.0,5,0
3432,625,2,20,10.0,20,0
3433,625,2,20,11.0,18,0
3434,625,2,20,13.0,17,0
3435,625,2,20,14.0,15,0
3436,626,2,20,21.0,10,0
3438,626,2,40,12.0,20,0
3439,626,2,40,19.0,8,0
3440,625,2,40,31.0,2,0
3441,625,2,40,34.0,0,0
3442,625,2,80,24.0,13,0
3443,626,2,20,16.0,16,0
3445,677,2,10,10.0,1,0
3446,677,2,10,18.0,16,0
3447,677,2,10,30.0,2,0
3448,677,2,15,18.0,16,0
3449,677,2,15,29.0,0,0
3450,677,2,20,5.0,11,0
3451,677,2,20,16.0,1,0
3452,677,2,20,20.0,5,0
3453,677,2,20,21.0,16,0
3454,677,2,20,24.0,3,0
3455,677,2,20,31.0,5,0
3456,677,2,25,30.0,3,0
3457,677,2,30,9.0,21,0
3458,677,2,40,29.0,5,0
3460,731,2,5,14.0,20,0
3463,732,2,10,25.0,9,0
3464,731,2,10,30.0,3,0
3465,732,2,20,8.0,20,0
3466,731,2,20,12.0,21,0
3467,731,2,20,15.0,3,0
3468,732,2,20,26.0,1,0
3470,732,2,30,28.0,5,0
3471,732,2,40,21.0,14,0
3472,732,2,40,25.0,11,0
3473,731,2,40,31.0,4,0
3474,789,2,5,13.0,5,0
3475,790,2,5,13.0,23,0
3476,789,2,5,15.0,21,0
3477,789,2,5,25.0,18,0
3478,789,2,10,12.0,23,0
3480,789,2,10,21.0,13,0
3481,790,2,15,23.0,12,0
3482,790,2,15,25.0,9,0
3483,790,2,20,17.0,12,0
3484,790,2,20,25.0,0,0
3485,790,2,35,27.0,11,0
3486,789,2,50,33.0,6,0
3487,790,2,40,34.0,4,0
3488,851,2,5,12.0,22,0
3489,851,2,10,7.0,17,0
3490,851,2,10,24.0,10,0
3491,851,2,15,30.0,12,0
3492,850,2,20,20.0,13,0
3493,851,2,20,21.0,7,0
3494,850,2,20,27.0,9,0
3495,851,2,20,31.0,1,0
3496,851,2,20,33.0,7,0
3497,851,2,20,34.0,8,0
3498,850,2,40,21.0,18,0
3499,851,2,40,28.0,6,0
3500,851,2,40,35.0,0,0
3502,850,2,20,22.0,14,0
3503,915,2,5,5.0,25,0
3504,916,2,5,16.0,13,0
3505,915,2,5,24.0,12,0
3506,916,2,10,8.0,17,0
3507,916,2,10,17.0,19,0
3508,915,2,10,27.0,8,0
3509,915,2,15,13.0,20,0
3510,916,2,15,31.0,3,0
3511,915,2,20,23.0,19,0
3512,915,2,20,25.0,9,0
3513,916,2,20,28.0,14,0
3514,915,2,50,28.0,7,0
3515,916,2,20,26.0,14,0
3516,984,2,5,26.0,11,0
3517,984,2,5,32.0,0,0
3518,984,2,10,13.0,23,0
3519,984,2,10,19.0,18,0
3520,984,2,10,22.0,10,0
3521,984,2,10,22.0,14,0
3522,984,2,10,34.0,8,0
3523,984,2,15,18.0,20,0
3524,984,2,15,20.0,11,0
3525,984,2,15,39.0,0,0
3526,984,2,20,17.0,23,0
3527,984,2,20,20.0,4,0
3528,984,2,20,21.0,15,0
3530,984,2,20,29.0,11,0
3532,984,2,25,22.0,13,0
3534,984,2,35,20.0,7,0
3535,984,2,40,24.0,6,0
3536,984,2,40,35.0,6,0
3537,1056,2,5,14.0,27,0
3538,1056,2,5,18.0,19,0
3539,1056,2,10,15.0,17,0
3540,1056,2,10,17.0,22,0
3541,1056,2,10,20.0,16,0
3542,1056,2,10,30.0,5,0
3543,1056,2,10,35.0,3,0
3545,1056,2,25,28.0,14,0
3547,1056,2,40,23.0,14,0
3548,1056,2,40,26.0,11,0
3550,1056,2,95,28.0,15,0
3551,1056,2,10,12.0,24,0
3552,1132,2,20,20.0,23,0
3553,1132,2,20,25.0,12,0
3554,1132,2,10,10.0,9,0
3555,1132,2,10,12.0,23,0
3556,1132,2,10,17.0,23,0
3557,1132,2,10,19.0,21,0
3558,1132,2,10,26.0,15,0
3559,1132,2,10,38.0,2,0
3560,1132,2,15,20.0,16,0
3561,1132,2,20,12.0,20,0
3563,1132,2,20,19.0,18,0
3564,1132,2,20,23.0,22,0
3565,1132,2,20,28.0,13,0
3566,1132,2,20,30.0,5,0
3567,1132,2,20,33.0,6,0
3568,1132,2,25,37.0,4,0
3569,1132,2,30,29.0,12,0
3570,1132,2,40,12.0,18,0
3571,1132,2,50,40.0,2,0
3572,1212,2,5,15.0,1,0
3573,1212,2,5,36.0,4,0
3574,1212,2,10,12.0,10,0
3575,1212,2,10,20.0,9,0
3576,1212,2,15,15.0,24,0
3577,1212,2,15,20.0,10,0
3578,1212,2,15,22.0,16,0
3579,1212,2,15,41.0,0,0
3580,1212,2,20,24.0,18,0
3582,1212,2,20,27.0,7,0
3583,1212,2,25,36.0,3,0
3584,1212,2,30,46.0,0,2
3585,1212,2,35,30.0,13,0
3587,1296,2,20,35.0,5,0
3588,1296,2,5,20.0,10,0
3590,1296,2,10,8.0,22,0
3591,1296,2,10,17.0,4,0
3593,1385,2,10,10.0,24,0
3596,1385,2,10,40.0,5,0
3597,1385,2,15,13.0,8,0
3598,1385,2,15,15.0,15,0
3599,1385,2,15,22.0,23,0
3600,1385,2,20,16.0,14,0
3601,1385,2,20,26.0,18,0
3602,1385,2,20,30.0,16,0
3603,1385,2,25,27.0,11,0
3604,1385,2,30,18.0,16,0
3605,1385,2,30,29.0,16,0
3606,1385,2,30,34.0,12,0
3607,1385,2,30,39.0,6,0
3608,1385,2,5,35.0,7,0
3610,1478,2,5,38.0,4,0
3611,1478,2,10,25.0,13,0
3612,1478,2,10,32.0,8,0
3614,1478,2,20,30.0,10,0
3616,1478,2,20,34.0,8,0
3617,1478,2,20,42.0,2,0
3618,1478,2,20,43.0,3,0
3620,1478,2,30,29.0,17,0
3621,1478,2,60,46.0,0,0
3622,1576,2,5,20.0,18,0
3623,1576,2,5,26.0,21,0
3624,1576,2,10,13.0,30,0
3625,1576,2,10,15.0,28,0
3626,1576,2,10,30.0,18,0
3628,1575,2,10,38.0,8,1
3629,1575,2,15,22.0,26,0
3630,1576,2,20,31.0,15,0
3632,1576,2,30,37.0,10,0
3633,1678,2,20,5.0,34,0
3635,1678,2,5,30.0,7,0
3636,1678,2,10,22.0,20,0
3637,1678,2,15,12.0,34,0
3638,1678,2,15,27.0,22,0
3639,1678,2,20,7.0,32,0
3640,1678,2,20,14.0,29,0
3641,1678,2,20,30.0,16,0
3642,1678,2,20,36.0,6,0
3643,1678,2,20,41.0,3,2
3644,1678,2,25,40.0,8,0
3645,1678,2,40,22.0,28,0
3646,1678,2,40,24.0,17,0
3647,1678,2,40,47.0,3,2
3648,1678,2,60,13.0,27,0
3649,1678,2,20,19.0,25,0
3650,1678,2,10,46.0,1,0
3651,1785,2,5,30.0,9,0
3652,1786,2,10,27.0,20,0
3653,1785,2,20,24.0,19,0
3654,1785,2,30,34.0,11,0
3655,1785,2,35,23.0,18,0
3656,1785,2,35,40.0,5,2
3657,1785,2,50,32.0,8,0
3658,1786,2,50,45.0,5,0
3659,1785,2,20,35.0,12,1
3660,1898,2,5,44.0,7,1
3661,1898,2,10,13.0,35,0
3662,1898,2,10,26.0,20,0
3663,1898,2,10,28.0,20,0
3664,1898,2,10,34.0,7,0
3665,1898,2,15,49.0,1,0
3667,1898,2,20,24.0,12,0
3668,1898,2,40,43.0,6,1
3669,1898,2,10,15.0,33,0
3670,2016,2,5,5.0,30,0
3671,2015,2,5,10.0,31,0
3672,2016,2,10,32.0,17,0
3673,2016,2,15,25.0,12,0
3674,2016,2,15,38.0,11,0
3675,2015,2,15,40.0,2,0
3676,2016,2,15,40.0,13,0
3677,2015,2,20,21.0,19,0
3678,2015,2,20,38.0,8,0
3679,2015,2,20,44.0,5,1
3680,2015,2,20,47.0,1,2
3681,2015,2,20,49.0,1,2
3682,2015,2,25,26.0,1,0
3683,2016,2,30,30.0,12,0
3684,2015,2,40,18.0,12,0
3685,2015,2,50,31.0,18,0
3686,2015,2,60,30.0,20,0
3687,2015,2,60,36.0,13,0
3688,2016,2,40,28.0,5,0
3689,2139,2,5,11.0,36,0
3690,2138,2,5,28.0,10,0
3691,2139,2,5,30.0,22,0
3692,2139,2,5,35.0,7,0
3693,2139,2,10,33.0,19,0
3694,2139,2,20,22.0,4,0
3696,2139,2,30,14.0,30,0
3697,2139,2,40,37.0,15,1
3698,2267,2,10,26.0,19,0
3699,2267,2,10,37.0,14,0
3700,2267,2,10,38.0,16,0
3702,2267,2,10,43.0,2,0
3703,2267,2,15,22.0,22,0
3704,2267,2,20,58.0,2,0
3705,2267,2,40,42.0,10,1
3706,2267,2,60,32.0,14,0
3707,2267,2,60,45.0,12,1
3708,2267,2,5,42.0,9,0
3709,2402,2,5,8.0,37,0
3710,2402,2,10,20.0,0,0
3712,2402,2,10,31.0,25,0
3713,2402,2,30,20.0,25,0
3714,2401,2,10,40.0,12,0
3716,2541,2,15,40.0,6,1
3717,2541,2,20,40.0,11,2
3718,2541,2,20,47.0,7,1
3719,2541,2,40,32.0,21,0
3720,2542,2,60,47.0,6,2
3721,2688,2,10,20.0,30,0
3722,2688,2,10,29.0,9,1
3723,2688,2,10,52.0,2,0
3724,2687,2,15,30.0,12,0
3726,2688,2,20,45.0,9,1
3727,2687,2,10,38.0,16,0
3728,2688,2,20,40.0,12,1
3729,2840,2,10,15.0,23,0
3730,2840,2,20,54.0,3,1
3731,2840,2,40,40.0,13,1
3733,2999,2,5,10.0,14,0
3734,2999,2,10,12.0,12,0
3735,2999,2,10,16.0,34,1
3736,2999,2,30,25.0,15,0
3737,3164,2,10,25.0,11,0
3738,3165,2,10,41.0,2,0
3741,3336,2,60,25.0,21,0
3742,3516,2,20,46.0,9,2
3743,3702,2,20,35.0,14,1
3745,3895,2,10,50.0,9,0
3746,3895,2,20,51.0,7,1
3747,4096,2,15,35.0,16,0
3748,311,1,0,0.0,0,1
3749,342,1,0,0.0,0,1
3750,375,1,0,0.0,0,1
3751,625,1,0,0.0,0,1
3753,731,1,0,0.0,0,1
3754,790,1,0,0.0,0,1
3755,984,1,0,0.0,0,1
3756,1132,1,0,0.0,0,1
3757,1385,1,0,0.0,0,1
3758,1385,1,0,0.0,0,1
3759,1478,1,0,0.0,0,1
3760,1576,1,0,0.0,0,1
3761,1575,1,0,0.0,0,1
3762,1898,1,0,0.0,0,1
3764,2138,1,0,0.0,0,1
3765,2138,1,0,0.0,0,1
3766,2267,1,0,0.0,0,1
3768,2840,1,0,0.0,0,1
3769,2999,1,0,0.0,0,1
3770,3516,1,0,0.0,0,1
3771,3702,1,0,0.0,0,1
3772,3702,1,0,0.0,0,1
3773,150,3,30,19.0,0,0
3774,151,3,30,15.0,0,0
3775,151,3,30,22.0,0,0
3776,151,3,45,19.0,0,0
3777,168,3,60,24.0,0,0
3779,168,3,40,26.0,0,0
3780,188,3,5,16.0,0,0
3781,188,3,15,22.0,0,0
3782,188,3,30,16.0,0,0
3783,188,3,5,15.0,0,0
3784,188,3,5,25.0,0,0
3785,209,3,40,28.0,0,0
3786,209,3,20,10.0,0,0
3787,209,3,30,17.0,0,0
3788,231,3,5,23.0,0,0
3789,232,3,15,25.0,0,0
3790,232,3,20,23.0,0,0
3791,232,3,50,23.0,0,0
3792,232,3,45,29.0,0,0
3793,256,3,40,21.0,0,0
3794,256,3,20,8.0,0,0
3795,256,3,20,19.0,0,0
3796,283,3,40,24.0,0,0
3797,283,3,15,17.0,0,0
3798,283,3,30,30.0,0,0
3799,283,3,40,30.0,0,0
3802,283,3,30,25.0,0,1
3804,311,3,15,25.0,0,0
3805,311,3,25,28.0,0,0
3806,311,3,40,25.0,0,0
3807,312,3,20,12.0,0,0
3808,312,3,25,25.0,0,0
3810,342,3,30,28.0,0,0
3811,342,3,60,29.0,0,0
3812,342,3,25,30.0,0,0
3813,342,3,40,29.0,0,0
3814,375,3,15,29.0,0,0
3816,375,3,40,12.0,0,0
3819,375,3,30,31.0,0,0
3820,375,3,50,27.0,0,0
3821,375,3,50,29.0,0,0
3822,375,3,55,29.0,0,0
3823,410,3,15,20.0,0,0
3824,411,3,15,23.0,0,0
3825,410,3,30,8.0,0,0
3826,411,3,35,23.0,0,0
3827,411,3,80,27.0,0,0
3828,410,3,20,25.0,0,0
3829,448,3,20,30.0,0,1
3830,448,3,20,33.0,0,0
3831,448,3,50,29.0,0,0
3832,448,3,10,19.0,0,0
3833,448,3,25,22.0,0,0
3834,448,3,40,13.0,0,0
3835,448,3,45,30.0,0,0
3837,488,3,30,28.0,0,0
3838,488,3,40,37.0,0,2
3839,488,3,5,31.0,0,0
3840,488,3,25,32.0,0,2
3842,488,3,30,27.0,0,0
3843,488,3,40,14.0,0,0
3844,488,3,10,27.0,0,0
3845,488,3,80,32.0,0,0
3846,531,3,60,31.0,0,0
3847,531,3,20,22.0,0,0
3848,531,3,30,15.0,0,0
3849,577,3,10,20.0,0,0
3850,577,3,10,34.0,0,1
3853,577,3,30,14.0,0,0
3854,577,3,40,18.0,0,0
3855,577,3,35,33.0,0,2
3856,577,3,10,10.0,0,0
3857,577,3,20,11.0,0,0
3858,577,3,35,38.0,0,2
3859,577,3,50,29.0,0,0
3860,577,3,35,24.0,0,0
3861,625,3,15,31.0,0,1
3862,625,3,15,33.0,0,1
3863,625,3,25,32.0,0,2
3864,625,3,30,24.0,0,0
3865,625,3,20,25.0,0,0
3866,625,3,15,18.0,0,0
3867,625,3,20,11.0,0,0
3868,625,3,25,26.0,0,0
3870,625,3,35,22.0,0,0
3871,625,3,50,28.0,0,0
3872,625,3,20,29.0,0,0
3873,677,3,10,6.0,0,0
3874,677,3,30,42.0,0,0
3875,677,3,35,37.0,0,2
3876,677,3,60,20.0,0,0
3877,677,3,60,37.0,0,1
3878,677,3,20,36.0,0,2
3879,677,3,20,35.0,0,2
3880,677,3,40,36.0,0,2
3881,677,3,10,43.0,0,0
3882,677,3,30,34.0,0,2
3883,677,3,20,35.0,0,2
3884,732,3,5,20.0,0,0
3885,732,3,5,38.0,0,0
3886,731,3,15,31.0,0,0
3887,732,3,20,22.0,0,0
3888,732,3,30,13.0,0,0
3890,731,3,50,35.0,0,0
3891,732,3,35,40.0,0,0
3893,732,3,30,37.0,0,2
3894,732,3,5,23.0,0,0
3895,732,3,10,21.0,0,0
3896,732,3,20,43.0,0,0
3897,732,3,25,15.0,0,0
3898,731,3,25,23.0,0,0
3899,731,3,25,29.0,0,0
3900,732,3,40,36.0,0,2
3901,731,3,60,39.0,0,0
3902,731,3,20,31.0,0,2
3903,789,3,15,43.0,0,0
3904,790,3,40,23.0,0,0
3905,790,3,60,35.0,0,0
3906,789,3,40,28.0,0,0
3907,789,3,20,35.0,0,2
3908,789,3,40,40.0,0,1
3909,790,3,10,38.0,0,0
3911,789,3,30,27.0,0,0
3912,790,3,40,7.0,0,0
3913,789,3,40,42.0,0,1
3914,851,3,5,28.0,0,0
3915,851,3,30,32.0,0,2
3916,850,3,30,41.0,0,0
3917,851,3,40,40.0,0,1
3918,851,3,5,25.0,0,0
3919,851,3,15,35.0,0,1
3920,851,3,30,17.0,0,0
3921,851,3,35,32.0,0,2
3922,851,3,40,38.0,0,2
3924,851,3,20,36.0,0,2
3925,915,3,20,35.0,0,2
3927,915,3,10,15.0,0,0
3928,915,3,15,39.0,0,1
3929,915,3,35,31.0,0,2
3930,915,3,40,42.0,0,1
3931,915,3,60,36.0,0,0
3933,984,3,15,42.0,0,0
3934,984,3,45,48.0,0,2
3935,984,3,25,41.0,0,2
3936,984,3,30,40.0,0,2
3937,984,3,30,21.0,0,0
3938,984,3,60,31.0,0,2
3939,984,3,30,38.0,0,2
3940,984,3,60,40.0,0,0
3941,984,3,30,39.0,0,2
3942,1056,3,5,34.0,0,0
3943,1056,3,10,33.0,0,1
3944,1056,3,15,40.0,0,1
3945,1056,3,35,23.0,0,0
3946,1056,3,40,41.0,0,1
3948,1056,3,80,43.0,0,0
3949,1056,3,10,35.0,0,1
3950,1056,3,20,37.0,0,2
3952,1056,3,5,41.0,0,0
3953,1056,3,40,32.0,0,2
3955,1056,3,20,39.0,0,2
3956,1132,3,5,47.0,0,0
3957,1132,3,10,39.0,0,2
3958,1132,3,40,22.0,0,0
3959,1132,3,40,39.0,0,2
3960,1132,3,60,42.0,0,1
3961,1132,3,70,47.0,0,0
3962,1132,3,20,35.0,0,2
3963,1132,3,10,36.0,0,1
3964,1132,3,20,43.0,0,2
3965,1132,3,30,34.0,0,2
3966,1132,3,35,33.0,0,2
3968,1132,3,60,26.0,0,0
3969,1132,3,15,37.0,0,1
3970,1132,3,20,46.0,0,2
3971,1132,3,40,40.0,0,2
3972,1132,3,20,39.0,0,2
3973,1132,3,40,35.0,0,2
3974,1132,3,35,39.0,0,0
3975,1212,3,5,35.0,0,0
3976,1212,3,25,47.0,0,2
3977,1212,3,30,27.0,0,0
3978,1212,3,30,46.0,0,2
3980,1212,3,10,34.0,0,2
3981,1212,3,15,31.0,0,0
3982,1212,3,20,42.0,0,2
3983,1212,3,20,45.0,0,2
3984,1212,3,20,49.0,0,2
3986,1212,3,15,35.0,0,1
3987,1212,3,25,34.0,0,1
3988,1212,3,45,47.0,0,2
3989,1212,3,55,39.0,0,2
3990,1212,3,60,43.0,0,0
3992,1212,3,40,45.0,0,2
3994,1212,3,40,42.0,0,2
3995,1212,3,20,37.0,0,2
3996,1296,3,30,35.0,0,2
3997,1296,3,20,47.0,0,2
3999,1296,3,5,37.0,0,0
4000,1296,3,5,46.0,0,1
4001,1297,3,10,36.0,0,0
4002,1297,3,15,38.0,0,1
4003,1296,3,25,38.0,0,1
4004,1296,3,15,40.0,0,1
4005,1296,3,20,42.0,0,2
4006,1385,3,5,25.0,0,0
4007,1385,3,20,25.0,0,0
4008,1385,3,20,36.0,0,2
4009,1385,3,30,49.0,0,2
4010,1385,3,35,36.0,0,0
4011,1385,3,30,48.0,0,2
4012,1385,3,30,31.0,0,0
4013,1385,3,15,33.0,0,0
4014,1385,3,15,46.0,0,1
4015,1385,3,20,37.0,0,2
4016,1385,3,40,46.0,0,2
4017,1385,3,65,44.0,0,1
4018,1385,3,30,43.0,0,2
4019,1385,3,10,42.0,0,1
4021,1385,3,30,40.0,0,2
4022,1478,3,20,43.0,0,2
4023,1478,3,30,32.0,0,0
4024,1478,3,20,44.0,0,2
4025,1478,3,5,50.0,0,0
4026,1478,3,15,54.0,0,0
4027,1478,3,25,35.0,0,0
4028,1478,3,25,36.0,0,0
4029,1478,3,25,44.0,0,2
4030,1478,3,25,45.0,0,2
4031,1478,3,30,33.0,0,0
4032,1478,3,30,42.0,0,1
4033,1478,3,35,35.0,0,0
4034,1478,3,40,35.0,0,0
4035,1478,3,45,46.0,0,2
4037,1576,3,20,30.0,0,1
4038,1575,3,20,34.0,0,1
4039,1575,3,30,37.0,0,0
4041,1575,3,30,49.0,0,2
4042,1576,3,20,52.0,0,2
4044,1576,3,20,42.0,0,1
4045,1576,3,40,49.0,0,2
4046,1575,3,5,20.0,0,0
4047,1576,3,5,46.0,0,0
4048,1576,3,10,19.0,0,0
4049,1576,3,15,50.0,0,1
