,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada
83059,SCROP83060,1576,0,1,2,20,15.0,12,1
83060,SCROP83061,1576,0,1,2,20,20.0,29,1
83061,SCROP83062,1576,0,1,2,20,26.0,21,2
83062,SCROP83063,1576,0,1,2,20,27.0,18,3
83063,SCROP83064,1575,0,1,2,20,30.0,8,3
83064,SCROP83065,1576,0,1,2,20,33.0,10,2
83065,SCROP83066,1575,0,1,2,20,,8,3
83066,SCROP83067,1576,0,1,2,20,39.0,8,2
83067,SCROP83068,1576,0,1,2,20,40.0,7,2
83068,SCROP83069,1575,0,1,2,25,10.0,28,3
83069,SCROP83070,1575,0,1,2,25,32.0,21,2
83070,SCROP83071,1576,0,1,2,30,32.0,13,2
83071,SCROP83072,1576,0,1,2,30,34.0,13,2
83072,SCROP83073,1576,0,1,2,30,39.0,7,2
83073,SCROP83074,1576,0,1,2,30,45.0,5,2
83074,SCROP83075,1576,0,1,2,30,46.0,4,1
83075,SCROP83076,1576,0,1,2,40,23.0,21,3
83076,SCROP83077,1575,0,1,2,40,29.0,20,2
83077,SCROP83078,1576,0,1,2,40,41.0,3,1
83078,SCROP83079,1576,0,1,2,50,15.0,25,2
83079,SCROP83080,1575,0,1,2,50,37.0,8,2
83080,SCROP83081,1576,0,1,2,50,40.0,1,1
83081,SCROP83082,1576,0,1,2,50,45.0,2,3
83082,SCROP83083,1576,0,1,2,70,35.0,11,2
83083,SCROP83084,1576,0,1,2,20,36.0,10,2
83084,SCROP83085,1678,0,1,2,5,15.0,24,1
83085,SCROP83086,1678,0,1,2,10,11.0,34,1
83086,SCROP83087,1678,0,1,2,10,17.0,27,3
83087,SCROP83088,1678,0,1,2,10,20.0,24,1
83088,SCROP83089,1678,0,1,2,10,28.0,14,1
83089,SCROP83090,1678,0,1,2,15,16.0,27,1
83090,SCROP83091,1678,0,1,2,15,26.0,20,2
83091,SCROP83092,1678,0,1,2,15,40.0,1,3
83092,SCROP83093,1678,0,1,2,20,7.0,7,1
83093,SCROP83094,1678,0,1,2,20,15.0,25,2
83094,SCROP83095,1678,0,1,2,20,17.0,15,2
83095,SCROP83096,1678,0,1,2,20,20.0,28,2
83096,SCROP83097,1678,0,1,2,20,25.0,7,2
83097,SCROP83098,1678,0,1,2,20,26.0,23,2
83098,SCROP83099,1678,0,1,2,20,30.0,24,2
83099,SCROP83100,1678,0,1,2,20,37.0,12,2
83100,SCROP83101,1678,0,1,2,20,40.0,10,3
83101,SCROP83102,1678,0,1,2,30,16.0,27,2
83102,SCROP83103,1678,0,1,2,30,28.0,22,2
83103,SCROP83104,1678,0,1,2,30,31.0,6,3
83104,SCROP83105,1678,0,1,2,30,35.0,10,1
83105,SCROP83106,1678,0,1,2,35,46.0,10,2
83106,SCROP83107,1678,0,1,2,40,17.0,26,1
83107,SCROP83108,1678,0,1,2,40,23.0,18,2
83108,SCROP83109,1678,0,1,2,40,26.0,19,2
83109,SCROP83110,1678,0,1,2,45,33.0,9,1
83110,SCROP83111,1678,0,1,2,60,30.0,6,1
83111,SCROP83112,1678,0,1,2,60,40.0,14,2
83112,SCROP83113,1678,0,1,2,80,42.0,7,2
83113,SCROP83114,1678,0,1,2,30,37.0,12,2
83114,SCROP83115,1678,0,1,2,30,32.0,10,1
83115,SCROP83116,1678,0,1,2,30,34.0,12,2
83116,SCROP83117,1785,0,1,2,30,25.0,19,3
83117,SCROP83118,1786,0,1,2,5,28.0,15,2
83118,SCROP83119,1786,0,1,2,10,15.0,1,2
83119,SCROP83120,1785,0,1,2,10,16.0,30,1
83120,SCROP83121,1786,0,1,2,10,21.0,30,3
83121,SCROP83122,1786,0,1,2,10,39.0,11,1
83122,SCROP83123,1786,0,1,2,10,43.0,5,3
83123,SCROP83124,1786,0,1,2,15,13.0,33,2
83124,SCROP83125,1785,0,1,2,20,5.0,35,1
83125,SCROP83126,1786,0,1,2,20,22.0,13,3
83126,SCROP83127,1786,0,1,2,20,22.0,17,2
83127,SCROP83128,1785,0,1,2,20,23.0,7,2
83128,SCROP83129,1786,0,1,2,20,27.0,13,1
83129,SCROP83130,1785,0,1,2,20,38.0,3,2
83130,SCROP83131,1785,0,1,2,20,38.0,10,3
83131,SCROP83132,1786,0,1,2,20,40.0,9,1
83132,SCROP83133,1785,0,1,2,20,40.0,15,2
83133,SCROP83134,1785,0,1,2,20,51.0,1,2
83134,SCROP83135,1785,0,1,2,25,45.0,3,1
83135,SCROP83136,1786,0,1,2,30,18.0,27,2
83136,SCROP83137,1785,0,1,2,30,21.0,13,2
83137,SCROP83138,1785,0,1,2,30,25.0,22,1
83138,SCROP83139,1785,0,1,2,30,26.0,18,2
83139,SCROP83140,1785,0,1,2,30,30.0,10,1
83140,SCROP83141,1785,0,1,2,30,32.0,12,2
83141,SCROP83142,1786,0,1,2,30,34.0,15,1
83142,SCROP83143,1785,0,1,2,30,36.0,7,1
83143,SCROP83144,1785,0,1,2,30,50.0,0,1
83144,SCROP83145,1786,0,1,2,40,30.0,18,2
83145,SCROP83146,1785,0,1,2,40,42.0,8,2
83146,SCROP83147,1785,0,1,2,50,25.0,21,3
83147,SCROP83148,1785,0,1,2,60,26.0,22,2
83148,SCROP83149,1786,0,1,2,30,23.0,23,2
83149,SCROP83150,1785,0,1,2,10,21.0,23,1
83150,SCROP83151,1785,0,1,2,20,19.0,29,2
83151,SCROP83152,1785,0,1,2,60,30.0,13,3
83152,SCROP83153,1786,0,1,2,40,26.0,24,2
83153,SCROP83154,1785,0,1,2,20,,20,3
83154,SCROP83155,1898,0,1,2,10,18.0,36,1
83155,SCROP83156,1898,0,1,2,15,10.0,11,3
83156,SCROP83157,1898,0,1,2,15,17.0,30,3
83157,SCROP83158,1898,0,1,2,15,28.0,11,2
83158,SCROP83159,1898,0,1,2,20,5.0,35,2
83159,SCROP83160,1898,0,1,2,20,,26,2
83160,SCROP83161,1898,0,1,2,20,,27,1
83161,SCROP83162,1898,0,1,2,20,21.0,25,1
83162,SCROP83163,1898,0,1,2,20,21.0,26,2
83163,SCROP83164,1898,0,1,2,20,33.0,8,3
83164,SCROP83165,1898,0,1,2,20,39.0,8,1
83165,SCROP83166,1898,0,1,2,20,,11,1
83166,SCROP83167,1898,0,1,2,20,44.0,6,2
83167,SCROP83168,1898,0,1,2,25,48.0,4,1
83168,SCROP83169,1898,0,1,2,30,29.0,20,1
83169,SCROP83170,1898,0,1,2,30,34.0,12,2
83170,SCROP83171,1898,0,1,2,30,36.0,7,2
83171,SCROP83172,1898,0,1,2,35,24.0,25,1
83172,SCROP83173,1898,0,1,2,40,39.0,9,2
83173,SCROP83174,1898,0,1,2,40,46.0,2,2
83174,SCROP83175,1898,0,1,2,45,15.0,24,3
83175,SCROP83176,1898,0,1,2,50,25.0,16,3
83176,SCROP83177,1898,0,1,2,50,34.0,16,1
83177,SCROP83178,1898,0,1,2,60,44.0,4,1
83178,SCROP83179,1898,0,1,2,10,10.0,26,2
83179,SCROP83180,1898,0,1,2,30,24.0,26,2
83180,SCROP83181,2015,0,1,2,40,31.0,20,2
83181,SCROP83182,2015,0,1,2,10,24.0,18,2
83182,SCROP83183,2016,0,1,2,10,25.0,24,1
83183,SCROP83184,2016,0,1,2,10,34.0,17,3
83184,SCROP83185,2015,0,1,2,15,,33,2
83185,SCROP83186,2015,0,1,2,15,25.0,27,2
83186,SCROP83187,2016,0,1,2,15,36.0,15,2
83187,SCROP83188,2015,0,1,2,20,13.0,29,1
83188,SCROP83189,2016,0,1,2,20,14.0,27,1
83189,SCROP83190,2016,0,1,2,20,16.0,21,3
83190,SCROP83191,2015,0,1,2,20,18.0,20,3
83191,SCROP83192,2016,0,1,2,20,21.0,31,2
83192,SCROP83193,2016,0,1,2,20,39.0,3,2
83193,SCROP83194,2016,0,1,2,25,,0,2
83194,SCROP83195,2016,0,1,2,30,24.0,25,2
83195,SCROP83196,2016,0,1,2,30,38.0,10,2
83196,SCROP83197,2016,0,1,2,40,14.0,25,2
83197,SCROP83198,2015,0,1,2,40,19.0,32,3
83198,SCROP83199,2016,0,1,2,40,40.0,0,2
83199,SCROP83200,2016,0,1,2,40,45.0,4,2
83200,SCROP83201,2015,0,1,2,50,30.0,22,2
83201,SCROP83202,2016,0,1,2,50,42.0,11,2
83202,SCROP83203,2016,0,1,2,70,31.0,18,1
83203,SCROP83204,2015,0,1,2,10,17.0,32,2
83204,SCROP83205,2016,0,1,2,20,49.0,2,2
83205,SCROP83206,2016,0,1,2,30,20.0,31,2
83206,SCROP83207,2138,0,1,2,5,10.0,38,2
83207,SCROP83208,2138,0,1,2,10,10.0,21,2
83208,SCROP83209,2139,0,1,2,10,45.0,3,2
83209,SCROP83210,2139,0,1,2,15,20.0,23,2
83210,SCROP83211,2139,0,1,2,15,,23,3
83211,SCROP83212,2138,0,1,2,15,31.0,18,1
83212,SCROP83213,2139,0,1,2,15,43.0,9,2
83213,SCROP83214,2138,0,1,2,20,18.0,10,3
83214,SCROP83215,2139,0,1,2,20,22.0,30,3
83215,SCROP83216,2139,0,1,2,20,25.0,15,2
83216,SCROP83217,2138,0,1,2,20,26.0,23,2
83217,SCROP83218,2139,0,1,2,20,31.0,12,3
83218,SCROP83219,2139,0,1,2,20,36.0,4,2
83219,SCROP83220,2138,0,1,2,20,39.0,7,1
83220,SCROP83221,2138,0,1,2,30,41.0,11,3
83221,SCROP83222,2139,0,1,2,30,49.0,0,1
83222,SCROP83223,2139,0,1,2,40,33.0,20,2
83223,SCROP83224,2138,0,1,2,50,26.0,12,2
83224,SCROP83225,2138,0,1,2,60,38.0,2,2
83225,SCROP83226,2138,0,1,2,60,44.0,10,1
83226,SCROP83227,2267,0,1,2,5,7.0,37,1
83227,SCROP83228,2267,0,1,2,5,15.0,39,1
83228,SCROP83229,2267,0,1,2,5,19.0,34,2
83229,SCROP83230,2267,0,1,2,5,37.0,12,3
83230,SCROP83231,2267,0,1,2,10,15.0,29,1
83231,SCROP83232,2267,0,1,2,10,25.0,22,1
83232,SCROP83233,2267,0,1,2,15,26.0,23,3
83233,SCROP83234,2267,0,1,2,15,32.0,24,1
83234,SCROP83235,2267,0,1,2,15,38.0,21,3
83235,SCROP83236,2267,0,1,2,15,41.0,12,2
83236,SCROP83237,2267,0,1,2,20,10.0,37,3
83237,SCROP83238,2267,0,1,2,20,25.0,32,2
83238,SCROP83239,2267,0,1,2,20,30.0,30,2
83239,SCROP83240,2267,0,1,2,20,34.0,16,1
83240,SCROP83241,2267,0,1,2,20,46.0,5,2
83241,SCROP83242,2267,0,1,2,20,54.0,1,3
83242,SCROP83243,2267,0,1,2,20,55.0,0,1
83243,SCROP83244,2267,0,1,2,30,29.0,10,2
83244,SCROP83245,2267,0,1,2,40,,15,2
83245,SCROP83246,2267,0,1,2,40,24.0,29,1
83246,SCROP83247,2267,0,1,2,40,26.0,32,3
83247,SCROP83248,2267,0,1,2,40,36.0,15,1
83248,SCROP83249,2267,0,1,2,50,30.0,18,1
83249,SCROP83250,2267,0,1,2,20,29.0,23,1
83250,SCROP83251,2267,0,1,2,20,,19,1
83251,SCROP83252,2267,0,1,2,20,35.0,16,2
83252,SCROP83253,2267,0,1,2,60,40.0,14,3
83253,SCROP83254,2402,0,1,2,5,5.0,40,1
83254,SCROP83255,2401,0,1,2,10,35.0,18,2
83255,SCROP83256,2401,0,1,2,10,,5,3
83256,SCROP83257,2401,0,1,2,15,35.0,17,2
83257,SCROP83258,2401,0,1,2,20,29.0,15,2
83258,SCROP83259,2401,0,1,2,20,34.0,14,2
83259,SCROP83260,2401,0,1,2,20,39.0,15,1
83260,SCROP83261,2401,0,1,2,20,40.0,0,2
83261,SCROP83262,2401,0,1,2,20,40.0,18,3
83262,SCROP83263,2401,0,1,2,20,46.0,1,2
83263,SCROP83264,2401,0,1,2,20,47.0,5,2
83264,SCROP83265,2401,0,1,2,30,30.0,22,3
83265,SCROP83266,2401,0,1,2,40,28.0,22,3
83266,SCROP83267,2401,0,1,2,40,46.0,7,3
83267,SCROP83268,2401,0,1,2,60,29.0,20,2
83268,SCROP83269,2401,0,1,2,5,,29,3
83269,SCROP83270,2401,0,1,2,40,,12,2
83270,SCROP83271,2402,0,1,2,20,42.0,10,1
83271,SCROP83272,2542,0,1,2,10,30.0,21,3
83272,SCROP83273,2542,0,1,2,15,23.0,32,2
83273,SCROP83274,2541,0,1,2,15,25.0,16,2
83274,SCROP83275,2542,0,1,2,15,27.0,21,2
83275,SCROP83276,2541,0,1,2,15,28.0,25,1
83276,SCROP83277,2542,0,1,2,30,20.0,17,1
83277,SCROP83278,2542,0,1,2,40,38.0,9,3
83278,SCROP83279,2542,0,1,2,40,53.0,0,2
83279,SCROP83280,2541,0,1,2,60,41.0,1,1
83280,SCROP83281,2542,0,1,2,20,,9,2
83281,SCROP83282,2541,0,1,2,40,,1,1
83282,SCROP83283,2542,0,1,2,25,,2,2
83283,SCROP83284,2541,0,1,2,40,15.0,21,1
83284,SCROP83285,2688,0,1,2,5,,37,2
83285,SCROP83286,2688,0,1,2,10,14.0,42,2
83286,SCROP83287,2688,0,1,2,10,48.0,1,2
83287,SCROP83288,2688,0,1,2,15,26.0,28,3
83288,SCROP83289,2688,0,1,2,15,30.0,27,2
83289,SCROP83290,2687,0,1,2,20,38.0,14,3
83290,SCROP83291,2688,0,1,2,30,17.0,34,2
83291,SCROP83292,2688,0,1,2,40,40.0,13,3
83292,SCROP83293,2688,0,1,2,20,35.0,17,3
83293,SCROP83294,2688,0,1,2,20,20.0,32,3
83294,SCROP83295,2688,0,1,2,25,49.0,5,1
83295,SCROP83296,2840,0,1,2,5,30.0,18,2
83296,SCROP83297,2840,0,1,2,10,25.0,26,2
83297,SCROP83298,2840,0,1,2,20,8.0,41,1
83298,SCROP83299,2840,0,1,2,20,36.0,9,3
83299,SCROP83300,2840,0,1,2,20,37.0,13,2
83300,SCROP83301,2840,0,1,2,20,50.0,8,2
83301,SCROP83302,2840,0,1,2,40,39.0,18,2
83302,SCROP83303,2840,0,1,2,5,20.0,18,2
83303,SCROP83304,2840,0,1,2,30,16.0,35,2
83304,SCROP83305,2840,0,1,2,30,37.0,15,2
83305,SCROP83306,2840,0,1,2,20,48.0,5,3
83306,SCROP83307,2999,0,1,2,10,28.0,24,2
83307,SCROP83308,2999,0,1,2,20,17.0,39,2
83308,SCROP83309,2999,0,1,2,20,20.0,38,2
83309,SCROP83310,2999,0,1,2,25,,23,3
83310,SCROP83311,2999,0,1,2,60,50.0,5,3
83311,SCROP83312,2999,0,1,2,30,29.0,20,2
83312,SCROP83313,2999,0,1,2,40,35.0,9,2
83313,SCROP83314,2999,0,1,2,20,33.0,15,3
83314,SCROP83315,3164,0,1,2,30,13.0,37,3
83315,SCROP83316,3164,0,1,2,20,,40,1
83316,SCROP83317,3165,0,1,2,15,13.0,40,2
83317,SCROP83318,3164,0,1,2,40,30.0,25,3
83318,SCROP83319,3336,0,1,2,5,18.0,37,2
83319,SCROP83320,3336,0,1,2,15,25.0,20,2
83320,SCROP83321,3337,0,1,2,20,8.0,38,3
83321,SCROP83322,3337,0,1,2,20,,46,1
83322,SCROP83323,3336,0,1,2,20,,36,1
83323,SCROP83324,3337,0,1,2,20,34.0,26,2
83324,SCROP83325,3337,0,1,2,20,36.0,22,3
83325,SCROP83326,3336,0,1,2,20,43.0,7,3
83326,SCROP83327,3337,0,1,2,60,49.0,12,2
83327,SCROP83328,3337,0,1,2,20,33.0,19,3
83328,SCROP83329,3516,0,1,2,5,10.0,45,2
83329,SCROP83330,3516,0,1,2,10,13.0,46,3
83330,SCROP83331,3516,0,1,2,20,50.0,7,2
83331,SCROP83332,3516,0,1,2,25,32.0,29,1
83332,SCROP83333,3516,0,1,2,30,14.0,34,1
83333,SCROP83334,3516,0,1,2,30,22.0,30,2
83334,SCROP83335,3516,0,1,2,30,40.0,20,1
83335,SCROP83336,3516,0,1,2,40,32.0,27,1
83336,SCROP83337,3516,0,1,2,30,50.0,11,1
83337,SCROP83338,3516,0,1,2,20,52.0,8,1
83338,SCROP83339,3516,0,1,2,30,35.0,17,2
83339,SCROP83340,3702,0,1,2,10,5.0,38,2
83340,SCROP83341,3702,0,1,2,20,25.0,36,3
83341,SCROP83342,3702,0,1,2,20,45.0,13,2
83342,SCROP83343,3702,0,1,2,40,25.0,28,3
83343,SCROP83344,3896,0,1,2,20,,43,2
83344,SCROP83345,3895,0,1,2,20,,13,2
83345,SCROP83346,4096,0,1,2,5,10.0,50,1
83346,SCROP83347,4096,0,1,2,10,15.0,35,1
83347,SCROP83348,151,1,0,2,10,14.0,5,2
83348,SCROP83349,150,1,0,2,20,,0,2
83349,SCROP83350,188,1,0,2,25,17.0,3,2
83350,SCROP83351,209,1,0,2,20,25.0,0,2
83351,SCROP83352,231,1,0,2,40,15.0,1,2
83352,SCROP83353,257,1,0,2,20,5.0,0,2
83353,SCROP83354,256,1,0,2,20,19.0,8,1
83354,SCROP83355,283,1,0,2,15,5.0,11,2
83355,SCROP83356,311,1,0,2,5,15.0,11,3
83356,SCROP83357,312,1,0,2,10,14.0,8,2
83357,SCROP83358,312,1,0,2,10,21.0,9,2
83358,SCROP83359,312,1,0,2,20,18.0,8,2
83359,SCROP83360,312,1,0,2,40,23.0,10,2
83360,SCROP83361,342,1,0,2,5,22.0,3,2
83361,SCROP83362,342,1,0,2,10,5.0,8,2
83362,SCROP83363,342,1,0,2,10,15.0,11,2
83363,SCROP83364,342,1,0,2,60,25.0,3,3
83364,SCROP83365,375,1,0,2,5,20.0,0,3
83365,SCROP83366,375,1,0,2,10,14.0,14,3
83366,SCROP83367,375,1,0,2,15,,1,3
83367,SCROP83368,375,1,0,2,15,26.0,6,3
83368,SCROP83369,375,1,0,2,20,,9,2
83369,SCROP83370,375,1,0,2,20,13.0,9,2
83370,SCROP83371,375,1,0,2,20,16.0,11,1
83371,SCROP83372,375,1,0,2,20,19.0,7,2
83372,SCROP83373,375,1,0,2,20,25.0,3,1
83373,SCROP83374,375,1,0,2,30,22.0,8,3
83374,SCROP83375,375,1,0,2,40,14.0,9,3
83375,SCROP83376,375,1,0,2,40,16.0,11,3
83376,SCROP83377,375,1,0,2,40,22.0,5,2
83377,SCROP83378,375,1,0,2,40,25.0,1,2
83378,SCROP83379,375,1,0,2,60,15.0,12,1
83379,SCROP83380,410,1,0,2,20,23.0,7,3
83380,SCROP83381,411,1,0,2,5,15.0,15,2
83381,SCROP83382,410,1,0,2,10,14.0,15,3
83382,SCROP83383,410,1,0,2,10,24.0,3,1
83383,SCROP83384,410,1,0,2,15,,13,2
83384,SCROP83385,410,1,0,2,20,15.0,2,2
83385,SCROP83386,411,1,0,2,30,13.0,11,3
83386,SCROP83387,448,1,0,2,5,12.0,14,2
83387,SCROP83388,448,1,0,2,10,16.0,10,3
83388,SCROP83389,448,1,0,2,10,20.0,13,2
83389,SCROP83390,448,1,0,2,10,24.0,4,2
83390,SCROP83391,448,1,0,2,20,19.0,7,2
83391,SCROP83392,448,1,0,2,20,25.0,0,1
83392,SCROP83393,448,1,0,2,25,25.0,4,1
83393,SCROP83394,448,1,0,2,35,24.0,1,3
83394,SCROP83395,448,1,0,2,40,10.0,0,3
83395,SCROP83396,448,1,0,2,40,17.0,4,3
83396,SCROP83397,448,1,0,2,40,25.0,3,1
83397,SCROP83398,488,1,0,2,5,7.0,17,3
83398,SCROP83399,488,1,0,2,5,9.0,15,1
83399,SCROP83400,488,1,0,2,5,21.0,4,2
83400,SCROP83401,489,1,0,2,10,15.0,15,2
83401,SCROP83402,488,1,0,2,15,21.0,7,2
83402,SCROP83403,488,1,0,2,20,10.0,7,2
83403,SCROP83404,488,1,0,2,20,14.0,15,1
83404,SCROP83405,488,1,0,2,20,17.0,13,2
83405,SCROP83406,488,1,0,2,20,23.0,9,1
83406,SCROP83407,488,1,0,2,25,,3,2
83407,SCROP83408,488,1,0,2,30,16.0,13,3
83408,SCROP83409,489,1,0,2,40,16.0,10,1
83409,SCROP83410,488,1,0,2,40,24.0,2,3
83410,SCROP83411,531,1,0,2,5,18.0,12,3
83411,SCROP83412,531,1,0,2,10,8.0,0,1
83412,SCROP83413,531,1,0,2,10,10.0,1,1
83413,SCROP83414,531,1,0,2,10,32.0,1,2
83414,SCROP83415,531,1,0,2,20,12.0,13,2
83415,SCROP83416,531,1,0,2,20,18.0,10,2
83416,SCROP83417,531,1,0,2,20,35.0,5,2
83417,SCROP83418,531,1,0,2,30,18.0,0,1
83418,SCROP83419,577,1,0,2,40,25.0,9,3
83419,SCROP83420,577,1,0,2,5,11.0,19,2
83420,SCROP83421,577,1,0,2,5,33.0,0,2
83421,SCROP83422,577,1,0,2,10,11.0,13,1
83422,SCROP83423,577,1,0,2,10,20.0,9,1
83423,SCROP83424,577,1,0,2,15,29.0,2,2
83424,SCROP83425,577,1,0,2,20,10.0,3,2
83425,SCROP83426,577,1,0,2,20,16.0,13,2
83426,SCROP83427,577,1,0,2,30,15.0,16,2
83427,SCROP83428,577,1,0,2,30,21.0,12,1
83428,SCROP83429,577,1,0,2,40,31.0,2,2
83429,SCROP83430,577,1,0,2,60,30.0,2,1
83430,SCROP83431,625,1,0,2,10,9.0,17,2
83431,SCROP83432,625,1,0,2,15,37.0,5,1
83432,SCROP83433,625,1,0,2,20,10.0,20,2
83433,SCROP83434,625,1,0,2,20,11.0,18,2
83434,SCROP83435,625,1,0,2,20,13.0,17,3
83435,SCROP83436,625,1,0,2,20,14.0,15,1
83436,SCROP83437,626,1,0,2,20,21.0,10,1
83437,SCROP83438,625,1,0,2,20,,13,1
83438,SCROP83439,626,1,0,2,40,12.0,20,2
83439,SCROP83440,626,1,0,2,40,19.0,8,2
83440,SCROP83441,625,1,0,2,40,31.0,2,1
83441,SCROP83442,625,1,0,2,40,34.0,0,2
83442,SCROP83443,625,1,0,2,80,24.0,13,1
83443,SCROP83444,626,1,0,2,20,16.0,16,2
83444,SCROP83445,677,1,0,2,5,,21,2
83445,SCROP83446,677,1,0,2,10,10.0,1,3
83446,SCROP83447,677,1,0,2,10,18.0,16,2
83447,SCROP83448,677,1,0,2,10,30.0,2,2
83448,SCROP83449,677,1,0,2,15,18.0,16,1
83449,SCROP83450,677,1,0,2,15,29.0,0,3
83450,SCROP83451,677,1,0,2,20,5.0,11,1
83451,SCROP83452,677,1,0,2,20,16.0,1,2
83452,SCROP83453,677,1,0,2,20,20.0,5,2
83453,SCROP83454,677,1,0,2,20,21.0,16,2
83454,SCROP83455,677,1,0,2,20,24.0,3,2
83455,SCROP83456,677,1,0,2,20,31.0,5,1
83456,SCROP83457,677,1,0,2,25,30.0,3,1
83457,SCROP83458,677,1,0,2,30,9.0,21,2
83458,SCROP83459,677,1,0,2,40,29.0,5,1
83459,SCROP83460,677,1,0,2,80,,17,1
83460,SCROP83461,731,1,0,2,5,14.0,20,3
83461,SCROP83462,731,1,0,2,10,,7,2
83462,SCROP83463,732,1,0,2,10,,11,3
83463,SCROP83464,732,1,0,2,10,25.0,9,3
83464,SCROP83465,731,1,0,2,10,30.0,3,2
83465,SCROP83466,732,1,0,2,20,8.0,20,2
83466,SCROP83467,731,1,0,2,20,12.0,21,2
83467,SCROP83468,731,1,0,2,20,15.0,3,1
83468,SCROP83469,732,1,0,2,20,26.0,1,2
83469,SCROP83470,732,1,0,2,20,,3,3
83470,SCROP83471,732,1,0,2,30,28.0,5,1
83471,SCROP83472,732,1,0,2,40,21.0,14,3
83472,SCROP83473,732,1,0,2,40,25.0,11,1
83473,SCROP83474,731,1,0,2,40,31.0,4,2
83474,SCROP83475,789,1,0,2,5,13.0,5,1
83475,SCROP83476,790,1,0,2,5,13.0,23,2
83476,SCROP83477,789,1,0,2,5,15.0,21,2
83477,SCROP83478,789,1,0,2,5,25.0,18,1
83478,SCROP83479,789,1,0,2,10,12.0,23,2
83479,SCROP83480,789,1,0,2,10,,21,1
83480,SCROP83481,789,1,0,2,10,21.0,13,1
83481,SCROP83482,790,1,0,2,15,23.0,12,3
83482,SCROP83483,790,1,0,2,15,25.0,9,2
83483,SCROP83484,790,1,0,2,20,17.0,12,1
83484,SCROP83485,790,1,0,2,20,25.0,0,1
83485,SCROP83486,790,1,0,2,35,27.0,11,2
83486,SCROP83487,789,1,0,2,50,33.0,6,2
83487,SCROP83488,790,1,0,2,40,34.0,4,3
83488,SCROP83489,851,1,0,2,5,12.0,22,2
83489,SCROP83490,851,1,0,2,10,7.0,17,2
83490,SCROP83491,851,1,0,2,10,24.0,10,2
83491,SCROP83492,851,1,0,2,15,30.0,12,2
83492,SCROP83493,850,1,0,2,20,20.0,13,2
83493,SCROP83494,851,1,0,2,20,21.0,7,2
83494,SCROP83495,850,1,0,2,20,27.0,9,3
83495,SCROP83496,851,1,0,2,20,31.0,1,3
83496,SCROP83497,851,1,0,2,20,33.0,7,1
83497,SCROP83498,851,1,0,2,20,34.0,8,3
83498,SCROP83499,850,1,0,2,40,21.0,18,2
83499,SCROP83500,851,1,0,2,40,28.0,6,2
83500,SCROP83501,851,1,0,2,40,35.0,0,1
83501,SCROP83502,850,1,0,2,60,,13,2
83502,SCROP83503,850,1,0,2,20,22.0,14,2
83503,SCROP83504,915,1,0,2,5,5.0,25,3
83504,SCROP83505,916,1,0,2,5,16.0,13,2
83505,SCROP83506,915,1,0,2,5,24.0,12,2
83506,SCROP83507,916,1,0,2,10,8.0,17,1
83507,SCROP83508,916,1,0,2,10,17.0,19,1
83508,SCROP83509,915,1,0,2,10,27.0,8,1
83509,SCROP83510,915,1,0,2,15,13.0,20,3
83510,SCROP83511,916,1,0,2,15,31.0,3,2
83511,SCROP83512,915,1,0,2,20,23.0,19,2
83512,SCROP83513,915,1,0,2,20,25.0,9,2
83513,SCROP83514,916,1,0,2,20,28.0,14,2
83514,SCROP83515,915,1,0,2,50,28.0,7,2
83515,SCROP83516,916,1,0,2,20,26.0,14,2
83516,SCROP83517,984,1,0,2,5,26.0,11,3
83517,SCROP83518,984,1,0,2,5,32.0,0,2
83518,SCROP83519,984,1,0,2,10,13.0,23,2
83519,SCROP83520,984,1,0,2,10,19.0,18,3
83520,SCROP83521,984,1,0,2,10,22.0,10,1
83521,SCROP83522,984,1,0,2,10,22.0,14,2
83522,SCROP83523,984,1,0,2,10,34.0,8,2
83523,SCROP83524,984,1,0,2,15,18.0,20,2
83524,SCROP83525,984,1,0,2,15,20.0,11,1
83525,SCROP83526,984,1,0,2,15,39.0,0,2
83526,SCROP83527,984,1,0,2,20,17.0,23,1
83527,SCROP83528,984,1,0,2,20,20.0,4,2
83528,SCROP83529,984,1,0,2,20,21.0,15,1
83529,SCROP83530,984,1,0,2,20,,19,1
83530,SCROP83531,984,1,0,2,20,29.0,11,2
83531,SCROP83532,984,1,0,2,20,,0,1
83532,SCROP83533,984,1,0,2,25,22.0,13,2
83533,SCROP83534,984,1,0,2,25,,13,2
83534,SCROP83535,984,1,0,2,35,20.0,7,2
83535,SCROP83536,984,1,0,2,40,24.0,6,3
83536,SCROP83537,984,1,0,2,40,35.0,6,1
83537,SCROP83538,1056,1,0,2,5,14.0,27,2
83538,SCROP83539,1056,1,0,2,5,18.0,19,2
83539,SCROP83540,1056,1,0,2,10,15.0,17,2
83540,SCROP83541,1056,1,0,2,10,17.0,22,2
83541,SCROP83542,1056,1,0,2,10,20.0,16,1
83542,SCROP83543,1056,1,0,2,10,30.0,5,2
83543,SCROP83544,1056,1,0,2,10,35.0,3,2
83544,SCROP83545,1056,1,0,2,20,,7,2
83545,SCROP83546,1056,1,0,2,25,28.0,14,2
83546,SCROP83547,1056,1,0,2,40,,19,3
83547,SCROP83548,1056,1,0,2,40,23.0,14,3
83548,SCROP83549,1056,1,0,2,40,26.0,11,3
